id,دانشكده,گروه آموزشي,شماره و گروه درس,نام درس,واحد کل,واحد ع,ظر فيت,ثبت نام شده,تعداد ليست انتظار,جنسيت,نام استاد,زمان و مكان ارائه/ امتحان,توضيحات,امكان اخذ درس توسط ساير مراكز,حذف اضطراري
1859,مهندسي شهيد نيكبخت,مهندسي مكانيك,2414304_01,آزمايشگاه انتقال حرارت,1,1,12,0,0,مختلط,فرزانه حامد,درس(ع): دوشنبه    07:30-09:30 مکان: آزمايشگاه انتقال حرارت,,-,امكان ندارد
1860,مهندسي شهيد نيكبخت,مهندسي مكانيك,2414309_01,طراحي مبدلهاي حرارتي,3,0,25,1,0,مختلط,پايان سميرا,"درس(ت): يك شنبه   07:30-09:30 مکان: كلاس 103
 درس(ت): سه شنبه   07:30-09:30 مکان: كلاس 103
  امتحان(1404.11.07)  ساعت : 07:30-09:30",,-,امكان دارد
1861,مهندسي شهيد نيكبخت,مهندسي مكانيك,2414311_01,طراحي سيستمهاي تبريدوسردخانه,3,0,35,9,0,مختلط,دهقاني محمد آبادي مصطفي,"درس(ت): يك شنبه   15:00-17:00 مکان: كلاس 103
 درس(ت): سه شنبه   15:00-17:00 مکان: كلاس 103
  امتحان(1404.11.01)  ساعت : 07:30-09:30",,-,امكان دارد
1862,مهندسي شهيد نيكبخت,مهندسي مكانيك,2414312_01,كنترل آلودگي محيطزيست,2,0,25,0,0,مختلط,پايان سميرا,"درس(ت): چهارشنبه  07:30-09:30 مکان: كلاس 103
  امتحان(1404.11.05)  ساعت : 07:30-09:30",,-,امكان دارد
1863,مهندسي شهيد نيكبخت,مهندسي مكانيك,2414332_01,مواد مركب (كامپوزيتها),3,0,15,1,0,مختلط,ايمانپرست محمد,"درس(ت): شنبه      15:00-17:00 مکان: كلاس 103
 درس(ت): دوشنبه    15:00-17:00 مکان: كلاس 103
  امتحان(1404.11.06)  ساعت : 07:30-09:30",,-,امكان دارد
1864,مهندسي شهيد نيكبخت,مهندسي مكانيك,2414339_01,كارگاه ماشين افزار,1,1,12,12,0,مختلط,سلجوقيان بهروز,درس(ع): دوشنبه    07:30-10:30 مکان: كارگاه ماشين ابزار,,-,امكان دارد
1865,مهندسي شهيد نيكبخت,مهندسي مكانيك,2414339_02,كارگاه ماشين افزار,1,1,12,12,4,مختلط,سلجوقيان بهروز,درس(ع): دوشنبه    10:30-13:30 مکان: كارگاه ماشين ابزار,,-,امكان دارد
1866,مهندسي شهيد نيكبخت,مهندسي مكانيك,2414340_01,پروژه كارشناسي,3,0,25,9,0,مختلط,اساتيد گروه آموزشي,,,-,امكان ندارد
1867,مهندسي شهيد نيكبخت,مهندسي مكانيك,2414341_01,كارگاه جوشكاري و ورقكاري,1,1,6,2,0,مختلط,شهركي نادر,درس(ع): شنبه      07:30-10:30 مکان: كارگاه جوشكاري,,-,امكان دارد
1868,مهندسي شهيد نيكبخت,مهندسي مكانيك,2414341_02,كارگاه جوشكاري و ورقكاري,1,1,6,1,0,مختلط,شهركي نادر,درس(ع): شنبه      10:30-13:30 مکان: كارگاه جوشكاري,,-,امكان دارد
1869,مهندسي شهيد نيكبخت,مهندسي مكانيك,2414341_03,كارگاه جوشكاري و ورقكاري,1,1,6,4,0,مختلط,فنودي علي,درس(ع): سه شنبه   07:30-10:30,,-,امكان دارد
1870,مهندسي شهيد نيكبخت,مهندسي مكانيك,2414342_01,كارگاه اتومكانيك,1,1,12,5,0,مختلط,اصغري قاسم,درس(ع): شنبه      10:30-13:00,,-,امكان دارد
1871,مهندسي شهيد نيكبخت,مهندسي مكانيك,2414343_01,كارگاه ماشين ابزار و ابزارسازي,1,1,12,2,0,مختلط,سلجوقيان بهروز,درس(ع): شنبه      10:30-13:30,,-,امكان دارد
1872,مهندسي شهيد نيكبخت,مهندسي مكانيك,2414343_02,كارگاه ماشين ابزار و ابزارسازي,1,1,12,0,0,مختلط,فنودي علي,درس(ع): يك شنبه   07:30-10:30 مکان: كارگاه ماشين ابزار,,-,امكان دارد
1873,مهندسي شهيد نيكبخت,مهندسي مكانيك,2414349_01,روشهاي توليدو كارگاه,3,1,35,11,0,مختلط,اكبرزاده پوريا,"درس(ت): شنبه      07:30-09:30 مکان: كلاس 105
 درس(ع): چهارشنبه  18:00-20:00 مکان: كلاس 103
  امتحان(1404.10.29)  ساعت : 07:30-09:30",,-,امكان دارد
1874,مهندسي شهيد نيكبخت,مهندسي مكانيك,2414400_01,مديريت وكنترل پروژه,2,0,35,8,0,مختلط,فنايي شيخ الاسلامي طاهره,"درس(ت): چهارشنبه  15:00-17:00 مکان: كلاس 103
  امتحان(1404.10.29)  ساعت : 09:30-11:30",,-,امكان دارد
1875,مهندسي شهيد نيكبخت,مهندسي مكانيك,2414501_01,مقدمه اي بر سيالات محاسباتي,3,0,35,3,0,مختلط,حسين نژاددوين عليرضا,"درس(ت): يك شنبه   09:30-11:30 مکان: كلاس 103
 درس(ت): سه شنبه   09:30-11:30 مکان: كلاس 103
  امتحان(1404.11.06)  ساعت : 09:30-11:30",,-,امكان دارد
1876,مهندسي شهيد نيكبخت,مهندسي مكانيك,2414506_01,كار آموزي2,0.5,0.5,1,0,0,مختلط,كاظميان اميرحسين,,,-,امكان دارد
1877,مهندسي شهيد نيكبخت,مهندسي مكانيك,2414507_01,طراحي مخازن تحت فشار,3,0,25,2,0,مختلط,كاظميان اميرحسين,"درس(ت): يك شنبه   07:30-09:30 مکان: طراحي كامپيوتر
 درس(ت): سه شنبه   07:30-09:30 مکان: طراحي كامپيوتر
  امتحان(1404.11.04)  ساعت : 07:30-09:30",,-,امكان دارد
1878,مهندسي شهيد نيكبخت,مهندسي مكانيك,2414601_01,رياضيات مهندسي پيشرفته 1,3,0,15,2,0,مختلط,سرحدي فرامرز,"درس(ت): يك شنبه   18:00-20:00 مکان: كلاس 103
 درس(ت): سه شنبه   18:00-20:00 مکان: كلاس 103
  امتحان(1404.11.01)  ساعت : 09:30-11:30",,-,امكان دارد
1879,مهندسي شهيد نيكبخت,مهندسي مكانيك,2414602_01,مكانيك محيطهاي پيوسته 1,3,0,20,0,0,مختلط,اكبرزاده پوريا,"درس(ت): شنبه      15:00-17:00 مکان: طراحي كامپيوتر
 درس(ت): دوشنبه    15:00-17:00 مکان: طراحي كامپيوتر
  امتحان(1404.11.05)  ساعت : 09:30-11:30",,-,امكان دارد
1880,مهندسي شهيد نيكبخت,مهندسي مكانيك,2414603_01,محاسبات عددي پيشرفته,3,0,30,0,0,مختلط,پايان سميرا,"درس(ت): يك شنبه   13:00-15:00 مکان: كلاس 105
 درس(ت): سه شنبه   13:00-15:00 مکان: كلاس 105
  امتحان(1404.11.04)  ساعت : 09:30-11:30",,-,امكان دارد
1881,مهندسي شهيد نيكبخت,مهندسي مكانيك,2414605_01,انتقال حرارت جابجايي,3,0,20,3,0,مختلط,بهزادمهر امين,"درس(ت): چهارشنبه  15:00-17:00 مکان: طراحي كامپيوتر
 درس(ت): چهارشنبه  18:00-20:00 مکان: طراحي كامپيوتر
  امتحان(1404.10.29)  ساعت : 09:30-11:30",,-,امكان دارد
1882,مهندسي شهيد نيكبخت,مهندسي مكانيك,2414619_01,امتحان جامع,0,0,5,0,0,مختلط,اساتيد گروه آموزشي,,,-,امكان دارد
1883,مهندسي شهيد نيكبخت,مهندسي مكانيك,2414716_01,سمينار,2,0,10,1,0,مختلط,اساتيد گروه آموزشي,,,-,امكان ندارد
1884,مهندسي شهيد نيكبخت,مهندسي مكانيك,2414728_01,روش اجزاء محدود 1,3,0,25,1,0,مختلط,كاظميان اميرحسين,"درس(ت): يك شنبه   15:00-17:00 مکان: طراحي كامپيوتر
 درس(ت): سه شنبه   15:00-17:00 مکان: طراحي كامپيوتر
  امتحان(1404.10.28)  ساعت : 07:30-09:30",,-,امكان دارد
1885,مهندسي شهيد نيكبخت,مهندسي مكانيك,2414760_01,رياضيات پيشرفته 1,3,0,20,0,0,مختلط,سرحدي فرامرز,"درس(ت): يك شنبه   18:00-20:00 مکان: كلاس 103
 درس(ت): سه شنبه   18:00-20:00 مکان: كلاس 103
  امتحان(1404.11.01)  ساعت : 09:30-11:30",,-,امكان دارد
1886,مهندسي شهيد نيكبخت,مهندسي مكانيك,2414761_01,سمينار وروش تحقيق,2,0,10,3,0,مختلط,اساتيد گروه آموزشي,,,-,امكان ندارد
1887,مهندسي شهيد نيكبخت,مهندسي مكانيك,2414855_01,پايان نامه,6,0,30,11,0,مختلط,اساتيد گروه آموزشي,,,-,امكان دارد
1888,مهندسي شهيد نيكبخت,مهندسي مكانيك,2414879_01,ادامه رساله,0,0,15,0,0,مختلط,اساتيد گروه آموزشي,,,-,امكان دارد
1889,مهندسي شهيد نيكبخت,مهندسي مكانيك,2414881_01,رساله دكتري,24,0,20,4,0,مختلط,اساتيد گروه آموزشي,,,-,امكان دارد
1890,مهندسي شهيد نيكبخت,مهندسي عمران,2416056_01,مباني اكولوژي,3,0,35,8,0,مختلط,قادري عباسعلي,"درس(ت): شنبه      07:30-09:30 مکان: كلاس 206
 درس(ت): سه شنبه   07:30-09:30 مکان: كلاس 202
  امتحان(1404.11.07)  ساعت : 09:30-11:30",,-,امكان دارد
1891,مهندسي شهيد نيكبخت,مهندسي عمران,2416058_01,تكنولوژي بتن,2,0,51,51,1,مختلط,سهرابي محمدرضا,"درس(ت): يك شنبه   13:00-15:00 مکان: كلاس 201
  امتحان(1404.11.01)  ساعت : 09:30-11:30",,-,امكان دارد
1892,مهندسي شهيد نيكبخت,مهندسي عمران,2416059_01,آزمايشگاه تكنولوژي بتن,1,1,12,3,0,مختلط,ساراني ناصر,درس(ع): چهارشنبه  07:30-09:30,,-,امكان ندارد
1893,مهندسي شهيد نيكبخت,مهندسي عمران,2416066_01,مقدمه اي به مدل سازي و شبيه سازي,3,0,30,7,0,مختلط,هاشمي منفرد سيد آرمان,"درس(ت): يك شنبه   07:30-09:30 مکان: كلاس 101
 درس(ت): دوشنبه    15:00-17:00 مکان: كلاس 101
  امتحان(1404.11.01)  ساعت : 07:30-09:30",,-,امكان دارد
1894,مهندسي شهيد نيكبخت,مهندسي عمران,2416069_01,مباحث ويژه,3,0,12,1,0,مختلط,اساتيد گروه آموزشي,,,-,امكان دارد
1895,مهندسي شهيد نيكبخت,مهندسي عمران,2416090_02,آمار و احتمال مهندسي,2,0,45,28,0,مختلط,پيرزاده بهاره,"درس(ت): چهارشنبه  13:00-15:00
  امتحان(1404.11.06)  ساعت : 09:30-11:30",,-,امكان دارد
1896,مهندسي شهيد نيكبخت,مهندسي عمران,2416102_01,اقتصادمهندسي,2,0,50,44,0,مختلط,حريف سيروس,"درس(ت): شنبه      13:00-15:00 مکان: كلاس 102
  امتحان(1404.11.05)  ساعت : 09:30-11:30",,-,امكان دارد
1897,مهندسي شهيد نيكبخت,مهندسي عمران,2416201_01,رسم فني و نقشه كشي ساختمان,2,1,25,5,0,مختلط,اساتيد گروه آموزشي,درس(ت): يك شنبه   18:00-20:00 ف,,-,امكان ندارد
1898,مهندسي شهيد نيكبخت,مهندسي عمران,2416201_02,رسم فني و نقشه كشي ساختمان,2,1,25,1,0,مختلط,اساتيد گروه آموزشي,درس(ت): يك شنبه   18:00-20:00 ز,,-,امكان ندارد
1899,مهندسي شهيد نيكبخت,مهندسي عمران,2416206_01,استاتيك,3,0,35,27,0,مختلط,سهرابي محمدرضا,"درس(ت): دوشنبه    07:30-09:30
 درس(ت): سه شنبه   18:00-20:00
  امتحان(1404.10.29)  ساعت : 09:30-11:30",,-,امكان دارد
1900,مهندسي شهيد نيكبخت,مهندسي عمران,2416207_01,مقاومت مصالح 1,3,0,35,9,0,مختلط,ميري محمود,"درس(ت): شنبه      18:00-20:00 مکان: كلاس 208
 درس(ت): يك شنبه   15:00-17:00 مکان: كلاس 208
  امتحان(1404.10.28)  ساعت : 09:30-11:30",,-,امكان دارد
1901,مهندسي شهيد نيكبخت,مهندسي عمران,2416208_01,تحليل سازه 1,3,0,35,31,0,مختلط,قاسمي محمدرضا,"درس(ت): دوشنبه    18:00-20:00
 درس(ت): چهارشنبه  09:30-11:30
  امتحان(1404.11.01)  ساعت : 09:30-11:30",,-,امكان دارد
1902,مهندسي شهيد نيكبخت,مهندسي عمران,2416209_01,تحليل سازه ها  2,3,0,35,20,0,مختلط,قاسمي محمدرضا,"درس(ت): شنبه      18:00-20:00 مکان: كلاس 102
 درس(ت): سه شنبه   18:00-20:00 مکان: كلاس 102
  امتحان(1404.11.07)  ساعت : 09:30-11:30",,-,امكان دارد
1903,مهندسي شهيد نيكبخت,مهندسي عمران,2416210_01,اصول مهندسي باد و زلزله,3,0,35,27,0,مختلط,موسوي سيد روح الله,"درس(ت): دوشنبه    18:00-20:00 مکان: كلاس 105
 درس(ت): چهارشنبه  18:00-20:00 مکان: كلاس 105
  امتحان(1404.11.08)  ساعت : 09:30-11:30",,-,امكان دارد
1904,مهندسي شهيد نيكبخت,مهندسي عمران,2416211_01,سازه هاي بتن آرمه 1,3,0,35,27,0,مختلط,ميري محمود,"درس(ت): شنبه      15:00-17:00 مکان: كلاس 208
 درس(ت): يك شنبه   18:00-20:00 مکان: كلاس 208
  امتحان(1404.10.25)  ساعت : 09:30-11:30",,-,امكان دارد
1905,مهندسي شهيد نيكبخت,مهندسي عمران,2416212_01,سازهاي بتن ارمه 2,3,0,35,13,0,مختلط,سهرابي محمدرضا,"درس(ت): دوشنبه    13:00-15:00 مکان: كلاس 102
 درس(ت): سه شنبه   07:30-09:30 مکان: كلاس 102
  امتحان(1404.11.06)  ساعت : 09:30-11:30",,-,امكان دارد
1906,مهندسي شهيد نيكبخت,مهندسي عمران,2416213_01,پروژه سازه هاي بتن آرمه,1,1,1,0,0,مختلط,اساتيد گروه آموزشي,,سهرابي محمدرضا,-,امكان ندارد
1907,مهندسي شهيد نيكبخت,مهندسي عمران,2416213_02,پروژه سازه هاي بتن آرمه,1,1,1,1,0,مختلط,اساتيد گروه آموزشي,,قوهاني عرب حامد,-,امكان ندارد
1908,مهندسي شهيد نيكبخت,مهندسي عمران,2416213_03,پروژه سازه هاي بتن آرمه,1,1,1,0,0,مختلط,اساتيد گروه آموزشي,,موسوي سيد روح الله,-,امكان ندارد
1909,مهندسي شهيد نيكبخت,مهندسي عمران,2416213_04,پروژه سازه هاي بتن آرمه,1,1,1,0,0,مختلط,اساتيد گروه آموزشي,,ميري محمود,-,امكان ندارد
1910,مهندسي شهيد نيكبخت,مهندسي عمران,2416213_05,پروژه سازه هاي بتن آرمه,1,1,1,1,0,مختلط,اساتيد گروه آموزشي,,نادري آرش,-,امكان ندارد
1911,مهندسي شهيد نيكبخت,مهندسي عمران,2416214_01,سازه هاي فولادي 1,3,0,50,26,0,مختلط,قوهاني عرب حامد,"درس(ت): دوشنبه    07:30-09:30 مکان: كلاس 102
 درس(ت): چهارشنبه  07:30-09:30 مکان: كلاس 102
  امتحان(1404.10.30)  ساعت : 09:30-11:30",,-,امكان دارد
1912,مهندسي شهيد نيكبخت,مهندسي عمران,2416216_01,پروژه سازه هاي فولادي,1,1,1,1,0,مختلط,اساتيد گروه آموزشي,,قوهاني عرب حامد,-,امكان ندارد
1913,مهندسي شهيد نيكبخت,مهندسي عمران,2416216_02,پروژه سازه هاي فولادي,1,1,1,1,0,مختلط,اساتيد گروه آموزشي,,موسوي سيد روح الله,-,امكان ندارد
1914,مهندسي شهيد نيكبخت,مهندسي عمران,2416216_03,پروژه سازه هاي فولادي,1,1,1,0,0,مختلط,اساتيد گروه آموزشي,,ميري محمود,-,امكان ندارد
1915,مهندسي شهيد نيكبخت,مهندسي عمران,2416216_04,پروژه سازه هاي فولادي,1,1,1,1,0,مختلط,اساتيد گروه آموزشي,,نادري آرش,-,امكان ندارد
1916,مهندسي شهيد نيكبخت,مهندسي عمران,2416217_01,زمين شناسي مهندسي,2,0,35,3,0,مختلط,حريف سيروس,"درس(ت): يك شنبه   13:00-15:00 مکان: كلاس 102
  امتحان(1404.11.05)  ساعت : 09:30-11:30",,-,امكان دارد
1917,مهندسي شهيد نيكبخت,مهندسي عمران,2416218_01,مكانيك خاك,3,0,35,15,0,مختلط,ميرابي مقدم محمدحسن,"درس(ت): سه شنبه   15:00-17:00
 درس(ت): چهارشنبه  18:00-20:00
  امتحان(1404.11.07)  ساعت : 07:30-09:30",,-,امكان دارد
1918,مهندسي شهيد نيكبخت,مهندسي عمران,2416219_01,آز مكانيك خاك,1,1,12,12,3,مختلط,ميرابي مقدم محمدحسن,درس(ع): يك شنبه   09:30-11:30,,-,امكان ندارد
1919,مهندسي شهيد نيكبخت,مهندسي عمران,2416220_01,مهندسي پي,2,0,35,29,0,مختلط,نادري آرش,"درس(ت): چهارشنبه  09:30-11:30 مکان: كلاس 102
  امتحان(1404.11.01)  ساعت : 09:30-11:30",,-,امكان دارد
1920,مهندسي شهيد نيكبخت,مهندسي عمران,2416221_01,مكانيك سيالات,3,0,35,11,0,مختلط,هاشمي منفرد سيد آرمان,"درس(ت): دوشنبه    09:30-11:30
 درس(ت): سه شنبه   09:30-11:30
  امتحان(1404.11.04)  ساعت : 07:30-09:30",,-,امكان دارد
1921,مهندسي شهيد نيكبخت,مهندسي عمران,2416222_01,ديناميك,3,0,35,24,0,مختلط,حريف سيروس,"درس(ت): يك شنبه   09:30-11:30 مکان: كلاس 102
 درس(ت): دوشنبه    13:00-15:00 مکان: كلاس 108
  امتحان(1404.10.30)  ساعت : 09:30-11:30",,-,امكان دارد
1922,مهندسي شهيد نيكبخت,مهندسي عمران,2416225_01,هيدرولوژي مهندسي,2,0,1,1,0,مختلط,اژدري مقدم مهدي,"درس(ت): سه شنبه   07:30-09:30 مکان: كلاس 201
  امتحان(1404.11.05)  ساعت : 07:30-09:30",,-,امكان دارد
1923,مهندسي شهيد نيكبخت,مهندسي عمران,2416225_02,هيدرولوژي مهندسي,2,0,35,28,0,مختلط,اساتيد گروه آموزشي,"درس(ت): سه شنبه   09:30-11:30
  امتحان(1404.11.05)  ساعت : 09:30-11:30",,-,امكان دارد
1924,مهندسي شهيد نيكبخت,مهندسي عمران,2416226_01,روشهاي اجراي ساختمان,2,1,35,14,0,مختلط,"قوهاني عرب حامد
اساتيد گروه آموزشي","درس(ت): شنبه      18:00-20:00
  امتحان(1404.10.28)  ساعت : 09:30-11:30",,-,امكان دارد
1925,مهندسي شهيد نيكبخت,مهندسي عمران,2416227_01,راه سازي,2,0,35,29,0,مختلط,ميرابي مقدم محمدحسن,"درس(ت): شنبه      09:30-11:30 مکان: كلاس 102
  امتحان(1404.10.29)  ساعت : 09:30-11:30",,-,امكان دارد
1926,مهندسي شهيد نيكبخت,مهندسي عمران,2416260_01,آمار و احتمالات مهندسي,3,0,35,20,0,مختلط,پيرزاده بهاره,"درس(ت): دوشنبه    13:00-15:00 مکان: كلاس 201
 درس(ت): سه شنبه   07:30-09:30 مکان: كلاس 106
  امتحان(1404.11.06)  ساعت : 09:30-11:30",,-,امكان دارد
1927,مهندسي شهيد نيكبخت,مهندسي عمران,2416285_01,هيدروليك و آزمايشگاه,3,1,35,22,0,مختلط,پيرزاده بهاره,"درس(ت): يك شنبه   07:30-09:30 مکان: كلاس 201
 درس(ع): چهارشنبه  15:00-17:00
  امتحان(1404.10.30)  ساعت : 07:30-09:30",,-,امكان دارد
1928,مهندسي شهيد نيكبخت,مهندسي عمران,2416301_01,ماشين آلات ساختماني و راهسازي,2,0,35,26,0,مختلط,حريف سيروس,"درس(ت): دوشنبه    15:00-17:00 مکان: كلاس 102
  امتحان(1404.11.04)  ساعت : 09:30-11:30",,-,امكان دارد
1929,مهندسي شهيد نيكبخت,مهندسي عمران,2416305_01,آزمايشگاه مقاومت مصالح,1,1,12,11,0,مختلط,نادري آرش,درس(ع): يك شنبه   07:30-09:30,,-,امكان ندارد
1930,مهندسي شهيد نيكبخت,مهندسي عمران,2416305_02,آزمايشگاه مقاومت مصالح,1,1,2,1,0,مختلط,"اكبرزاده پوريا
مرعشي منصور",درس(ع): يك شنبه   13:00-15:00 مکان: آزمايشگاه مقاومت مصالح,,-,امكان ندارد
1931,مهندسي شهيد نيكبخت,مهندسي عمران,2416311_01,آبهاي زيرزميني,3,0,35,5,0,مختلط,پيرزاده بهاره,"درس(ت): يك شنبه   15:00-17:00 مکان: كلاس 101
 درس(ت): سه شنبه   15:00-17:00 مکان: كلاس 101
  امتحان(1404.11.05)  ساعت : 07:30-09:30",,-,امكان دارد
1932,مهندسي شهيد نيكبخت,مهندسي عمران,2416323_01,ازمايشگاه رو سازي,1,1,12,5,0,مختلط,ميرابي مقدم محمدحسن,درس(ع): شنبه      07:30-09:30,,-,امكان ندارد
1933,مهندسي شهيد نيكبخت,مهندسي عمران,2416323_02,ازمايشگاه رو سازي,1,1,12,15,0,مختلط,ميرابي مقدم محمدحسن,درس(ع): يك شنبه   13:00-15:00,,-,امكان ندارد
1934,مهندسي شهيد نيكبخت,مهندسي عمران,2416404_01,بهينه سازي سازه ها,3,0,30,1,0,مختلط,نادري آرش,"درس(ت): يك شنبه   09:30-11:30 مکان: كلاس 101
 درس(ت): دوشنبه    09:30-11:30 مکان: كلاس 101
  امتحان(1404.11.08)  ساعت : 07:30-09:30",,-,امكان دارد
1935,مهندسي شهيد نيكبخت,مهندسي عمران,2416408_01,كاربرد كامپيوتر در مهندسي عمران,2,0,35,13,0,مختلط,موسوي سيد روح الله,"درس(ت): دوشنبه    07:30-09:30 مکان: كلاس 101
  امتحان(1404.11.07)  ساعت : 07:30-09:30",,-,امكان دارد
1936,مهندسي شهيد نيكبخت,مهندسي عمران,2416411_02,مهندسي سيستمها,2,0,35,2,0,مختلط,قاسمي محمدرضا,"درس(ت): سه شنبه   13:00-15:00
  امتحان(1404.11.04)  ساعت : 09:30-11:30",,-,امكان دارد
1937,مهندسي شهيد نيكبخت,مهندسي عمران,2416412_01,تاسيسات مكانيكي وبرقي,2,0,35,12,0,مختلط,صبح نمايان فاطمه,"درس(ت): دوشنبه    09:30-11:30 مکان: كلاس 102
  امتحان(1404.11.06)  ساعت : 07:30-09:30",,-,امكان دارد
1938,مهندسي شهيد نيكبخت,مهندسي عمران,2416430_01,تكنولوژي و بازرسي جوش و كارگاه,2,1,35,12,0,مختلط,راشكي محسن,"درس(ت): چهارشنبه  13:00-15:00 مکان: كلاس 102
 درس(ع): سه شنبه   13:00-15:00
  امتحان(1404.10.30)  ساعت : 09:30-11:30",,-,امكان دارد
1939,مهندسي شهيد نيكبخت,مهندسي عمران,2416442_01,مكانيك جامدات 1,3,0,35,35,2,مختلط,ميري محمود,"درس(ت): شنبه      18:00-20:00 مکان: كلاس 208
 درس(ت): يك شنبه   15:00-17:00 مکان: كلاس 208
  امتحان(1404.10.28)  ساعت : 09:30-11:30",,-,امكان دارد
1940,مهندسي شهيد نيكبخت,مهندسي عمران,2416455_01,زمين شناسي براي مهندسي عمران,2,0,35,4,0,مختلط,حريف سيروس,"درس(ت): يك شنبه   13:00-15:00 مکان: كلاس 102
  امتحان(1404.11.05)  ساعت : 09:30-11:30",,-,امكان دارد
1941,مهندسي شهيد نيكبخت,مهندسي عمران,2416456_01,مكانيك خاك,3,0,20,1,0,مختلط,ميرابي مقدم محمدحسن,"درس(ت): سه شنبه   15:00-17:00
 درس(ت): چهارشنبه  18:00-20:00
  امتحان(1404.11.07)  ساعت : 07:30-09:30",,-,امكان دارد
1942,مهندسي شهيد نيكبخت,مهندسي عمران,2416505_01,اصول مهندسي پسماند,2,0,35,27,0,مختلط,حسيني نسب مرضيه,"درس(ت): چهارشنبه  07:30-09:30 مکان: كلاس 105
  امتحان(1404.11.08)  ساعت : 09:30-11:30",,-,امكان دارد
1943,مهندسي شهيد نيكبخت,مهندسي عمران,2416525_01,اشنايي با رشته مهندسي عمران(كاربيني),1,0,35,3,0,مختلط,ميري محمود,درس(ت): دوشنبه    18:00-20:00 ف,,-,امكان دارد
1944,مهندسي شهيد نيكبخت,مهندسي عمران,2416525_02,اشنايي با رشته مهندسي عمران(كاربيني),1,0,35,4,0,مختلط,ميري محمود,درس(ت): دوشنبه    18:00-20:00 ز,,-,امكان دارد
1945,مهندسي شهيد نيكبخت,مهندسي عمران,2416529_01,ديناميك,2,0,35,34,0,مختلط,حريف سيروس,"درس(ت): دوشنبه    09:30-11:30 مکان: كلاس 109
  امتحان(1404.10.30)  ساعت : 09:30-11:30",,-,امكان دارد
1946,مهندسي شهيد نيكبخت,مهندسي عمران,2416607_01,ادامه پايان نامه,0,0,2,0,0,مختلط,اساتيد گروه آموزشي,,,-,امكان دارد
1947,مهندسي شهيد نيكبخت,مهندسي عمران,2416608_01,سمينار و روش تحقيق,2,2,35,2,0,مختلط,اساتيد گروه آموزشي,,,-,امكان دارد
1948,مهندسي شهيد نيكبخت,مهندسي عمران,2416611_01,پايان نامه,6,0,35,2,0,مختلط,اساتيد گروه آموزشي,,,-,امكان دارد
1949,مهندسي شهيد نيكبخت,مهندسي عمران,2416616_01,رساله دكتري,24,0,60,3,0,مختلط,اساتيد گروه آموزشي,,,-,امكان دارد
1950,مهندسي شهيد نيكبخت,مهندسي عمران,2416621_01,هيدرولوژي مهندسي  پيشرفته,3,0,15,0,0,مختلط,هاشمي منفرد سيد آرمان,"درس(ت): يك شنبه   13:00-15:00 مکان: كلاس 101
 درس(ت): سه شنبه   15:00-17:00 مکان: كلاس 104
  امتحان(1404.10.28)  ساعت : 07:30-09:30",,-,امكان دارد
1951,مهندسي شهيد نيكبخت,مهندسي عمران,2416720_01,روش اجزا محدود,3,0,20,1,0,مختلط,قاسمي محمدرضا,"درس(ت): شنبه      09:30-11:30 مکان: كلاس 104
 درس(ت): چهارشنبه  18:00-20:00 مکان: كلاس 104
  امتحان(1404.10.30)  ساعت : 07:30-09:30",,-,امكان ندارد
1952,مهندسي شهيد نيكبخت,مهندسي عمران,2416722_01,اجزاء محدود غير خطي,3,0,10,2,0,مختلط,قوهاني عرب حامد,"درس(ت): شنبه      07:30-09:30 مکان: دفتركار
 درس(ت): سه شنبه   15:00-17:00 مکان: دفتركار
  امتحان(1404.10.28)  ساعت : 07:30-09:30",,-,امكان ندارد
1953,مهندسي شهيد نيكبخت,مهندسي عمران,2416733_01,مكانيك شكست,3,0,10,2,0,مختلط,موسوي سيد روح الله,"درس(ت): شنبه      18:00-20:00 مکان: دفتركار
 درس(ت): يك شنبه   18:00-20:00 مکان: دفتركار
  امتحان(1404.11.06)  ساعت : 07:30-09:30",,-,امكان ندارد
1954,مهندسي شهيد نيكبخت,مهندسي عمران,2416752_01,هيدروليك محاسباتي,3,0,30,0,0,مختلط,حريف سيروس,"درس(ت): شنبه      15:00-17:00 مکان: كلاس 101
 درس(ت): سه شنبه   09:30-11:30 مکان: كلاس 101
  امتحان(1404.11.06)  ساعت : 07:30-09:30",,-,امكان دارد
1955,مهندسي شهيد نيكبخت,مهندسي عمران,2416788_01,ديناميك سازه,3,0,15,0,0,مختلط,سهرابي محمدرضا,"درس(ت): يك شنبه   07:30-09:30 مکان: كلاس 104
 درس(ت): سه شنبه   09:30-11:30 مکان: كلاس 104
  امتحان(1404.11.06)  ساعت : 07:30-09:30",,-,امكان دارد
1956,مهندسي شهيد نيكبخت,مهندسي عمران,2416789_01,تئوري الاستيسيته,3,0,35,1,0,مختلط,ميري محمود,"درس(ت): چهارشنبه  07:30-09:30 مکان: كلاس 208
 درس(ت): چهارشنبه  09:30-11:30 مکان: كلاس 208
  امتحان(1404.10.28)  ساعت : 07:30-09:30",,-,امكان دارد
